order_number,order_date,channel,warehouse_code,order_quantity,unit_price,revenue,cost,customer_names,product_name,state_code,state_name,lat,lon,region,budget
SO - 000196,2017-03-28,Export,AXW291,9,187.6,1688.3999999999999,144.452,SEINDNI Corp,Product 28,IL,Illinois,42.3748,-87.84882,Midwest,1003867.767
SO - 0001625,2017-03-28,Distributor,FLR025,12,2010.0,24120.0,1688.3999999999999,Zoonoodle Ltd,Product 13,NV,Nevada,36.09719,-115.14666,West,3720639.645
SO - 0004617,2017-03-28,Wholesale,AXW291,9,3986.5,35878.5,3308.7949999999996,Wordtune Company,Product 18,IN,Indiana,40.05365,-86.02173,Midwest,2309499.045
SO - 0006075,2017-03-28,Wholesale,NXH382,12,207.70000000000002,2492.4,85.157,Twimbo Company,Product 25,CA,California,33.74557,-117.86783,West,5342315.484
SO - 0005434,2017-03-28,Wholesale,AXW291,9,6344.900000000001,57104.100000000006,4124.185,Bath Group,Product 23,CA,California,33.9938,-117.75888,West,1135815.7580000001
SO - 0007129,2017-03-28,Wholesale,GUT930,12,1072.0,12864.0,846.88,Roomm Company,Product 5,SC,South Carolina,32.79407,-79.86259,South,3925424.5420000004
SO - 0010251,2017-03-28,Wholesale,AXW291,8,261.3,2090.4,107.133,Fatz Group,Product 19,NJ,New Jersey,40.85677,-74.12848,Northeast,1645841.6
SO - 0009703,2017-03-28,Export,NXH382,9,884.4,7959.599999999999,353.76,Skajo Ltd,Product 5,CA,California,37.56299,-122.32553,West,3925424.5420000004
SO - 0001488,2017-03-28,Wholesale,GUT930,12,1862.6000000000001,22351.2,1527.332,Skajo Ltd,Product 5,IN,Indiana,41.61329,-87.47085,Midwest,3925424.5420000004
SO - 0001620,2017-03-28,Export,AXW291,7,1065.3,7457.099999999999,713.751,Voolith Ltd,Product 14,IL,Illinois,42.10987,-87.94458,Midwest,4028698.4090000005
SO - 0002977,2017-03-28,Wholesale,AXW291,8,1092.1000000000001,8736.800000000001,491.44500000000005,SAFEWAY Ltd,Product 19,CA,California,34.03363,-117.04309,West,1645841.6
SO - 0003680,2017-03-28,Distributor,NXH382,6,1072.0,6432.0,728.96,Valeant Corp,Product 3,NJ,New Jersey,40.20627,-74.67527,Northeast,2642352.432
SO - 0005698,2017-03-28,Distributor,AXW291,11,207.70000000000002,2284.7000000000003,114.23500000000001,Zooxo Ltd,Product 30,CA,California,33.83529,-117.9145,West,1011609.684
SO - 0005896,2017-03-28,Distributor,GUT930,8,2452.2000000000003,19617.600000000002,1642.9740000000004,Skippad Ltd,Product 5,TX,Texas,30.07994,-95.41716,South,3925424.5420000004
SO - 0005993,2017-03-28,Distributor,GUT930,5,1896.1000000000001,9480.5,948.0500000000001,American Corp,Product 15,TX,Texas,31.09823,-97.34278,South,3299478.315
SO - 0008060,2017-03-28,Wholesale,NXH382,8,1065.3,8522.4,617.8739999999999,Browsebug Company,Product 15,ND,North Dakota,46.80833,-100.78374,Midwest,3299478.315
SO - 0001586,2017-03-28,Distributor,AXW291,11,3912.8,43040.8,3091.112,Lazzy Group,Product 14,CA,California,33.9164,-118.35257,West,4028698.4090000005
SO - 0001686,2017-03-28,Distributor,NXH382,9,1976.5,17788.5,1264.96,Golden Corp,Product 18,WA,Washington,46.60207,-120.5059,West,2309499.045
SO - 0002199,2017-03-28,Export,GUT930,10,1152.4,11524.0,507.05600000000004,Zooveo Company,Product 14,CT,Connecticut,41.30815,-72.92816,Northeast,4028698.4090000005
SO - 0002464,2017-03-28,Wholesale,FLR025,8,1165.8,9326.4,804.4019999999999,Valeant Corp,Product 26,FL,Florida,25.79065,-80.13005,South,5685138.2700000005
SO - 0003591,2017-03-28,Wholesale,FLR025,6,1688.4,10130.400000000001,911.7360000000001,NARS Group,Product 25,IL,Illinois,41.50829,-88.08257,Midwest,5342315.484
SO - 0003918,2017-03-28,Wholesale,AXW291,6,1105.5,6633.0,851.235,Meejo Corp,Product 26,IN,Indiana,41.58337,-87.50004,Midwest,5685138.2700000005
SO - 0005013,2017-03-28,Distributor,GUT930,7,1989.9,13929.300000000001,1492.4250000000002,Wordware Company,Product 4,MA,Massachusetts,42.52787,-70.92866,Northeast,2885560.824
SO - 0009352,2017-03-28,Distributor,FLR025,7,1078.7,7550.900000000001,474.62800000000004,Nlounge Ltd,Product 6,CT,Connecticut,41.16704,-73.20483,Northeast,1672229.416
SO - 000562,2017-03-28,Distributor,AXW291,6,221.1,1326.6,179.091,NARS Group,Product 18,IL,Illinois,42.37285,-87.94653,Midwest,2309499.045
SO - 000587,2017-03-28,Wholesale,FLR025,10,5956.3,59563.0,4407.662,State Ltd,Product 14,CA,California,33.78252,-117.22865,West,4028698.4090000005
SO - 0003989,2017-03-28,Distributor,FLR025,10,3169.1,31691.0,1331.022,SHISEIDO Ltd,Product 7,IN,Indiana,41.58337,-87.50004,Midwest,889737.555
SO - 0004320,2017-03-28,Wholesale,GUT930,12,1078.7,12944.400000000001,701.1550000000001,Actavis Company,Product 5,VA,Virginia,36.85293,-75.97799,South,3925424.5420000004
SO - 0004712,2017-03-28,Wholesale,NXH382,11,6277.900000000001,69056.90000000001,3892.2980000000002,NARS Group,Product 5,AZ,Arizona,32.8795,-111.75735,West,3925424.5420000004
SO - 0005204,2017-03-28,Wholesale,AXW291,7,5427.0,37989.0,2170.8,Skyble Corp,Product 26,MN,Minnesota,44.88969,-93.34995,Midwest,5685138.2700000005
SO - 0005898,2017-03-28,Wholesale,NXH382,11,261.3,2874.3,175.07100000000003,Eayo Company,Product 5,TX,Texas,32.68695,-97.0211,South,3925424.5420000004
SO - 0006313,2017-03-28,Export,NXH382,8,1822.4,14579.2,1530.816,Sanum-Kehl Group,Product 16,MA,Massachusetts,42.4251,-71.06616,Northeast,2062061.144
SO - 0007445,2017-03-28,Wholesale,AXW291,7,5889.3,41225.1,4711.4400000000005,GOOD Ltd,Product 19,CA,California,34.06251,-118.12285,West,1645841.6
SO - 0009723,2017-03-28,Wholesale,AXW291,8,3028.4,24227.2,1423.348,Nlounge Ltd,Product 11,TX,Texas,32.45451,-99.73815,South,1230458.484
SO - 0001519,2017-03-29,Distributor,NXH382,9,1956.4,17607.600000000002,1076.0200000000002,State Ltd,Product 4,NV,Nevada,36.0397,-114.98194,West,2885560.824
SO - 0003284,2017-03-29,Wholesale,NXH382,8,2378.5,19028.0,1379.53,NARS Group,Product 26,NC,North Carolina,35.22709,-80.84313,South,5685138.2700000005
SO - 0003939,2017-03-29,Distributor,NXH382,11,2304.8,25352.800000000003,1590.312,Browsetype Corp,Product 26,CA,California,34.06862,-117.93895,West,5685138.2700000005
SO - 0004860,2017-03-29,Wholesale,NXH382,10,5460.5,54605.0,4313.795,Realcube Company,Product 20,NC,North Carolina,35.26208,-81.1873,South,2067108.1199999999
SO - 0007393,2017-03-29,Export,NXH382,8,1051.9,8415.2,704.7730000000001,Skyble Corp,Product 24,IL,Illinois,41.69112,-88.10157,Midwest,756557.97
SO - 0009262,2017-03-29,Distributor,GUT930,8,2639.8,21118.4,1689.4720000000002,Quaxo Ltd,Product 25,MO,Missouri,38.80033,-90.62651,Midwest,5342315.484
SO - 0009268,2017-03-29,Distributor,NXH382,11,3557.7000000000003,39134.700000000004,1707.6960000000001,Kare Corp,Product 3,IL,Illinois,42.36363,-87.84479,Midwest,2642352.432
SO - 0001069,2017-03-29,Wholesale,AXW291,12,6344.900000000001,76138.8,3235.8990000000003,Geiss Company,Product 26,KS,Kansas,38.98223,-94.67079,Midwest,5685138.2700000005
SO - 0001853,2017-03-29,Wholesale,AXW291,8,2365.1,18920.8,1773.8249999999998,Quaxo Ltd,Product 6,CO,Colorado,39.91942,-104.94281,West,1672229.416
SO - 0002147,2017-03-29,Wholesale,NXH382,7,3953.0,27671.0,3320.52,Topco Company,Product 25,CA,California,37.54827,-121.98857,West,5342315.484
SO - 0004904,2017-03-29,Distributor,AXW291,8,1286.4,10291.2,514.5600000000001,Tekfly Group,Product 5,IN,Indiana,40.19153,-85.38601,Midwest,3925424.5420000004
SO - 0005627,2017-03-29,Distributor,FLR025,6,1232.8,7396.799999999999,850.632,Z.H.T. Group,Product 6,NJ,New Jersey,40.91677,-74.17181,Northeast,1672229.416
SO - 0006585,2017-03-29,Wholesale,NXH382,12,2606.3,31275.600000000002,2215.355,CARDINAL Group,Product 27,FL,Florida,26.33981,-81.7787,South,964940.2310000001
SO - 0009460,2017-03-29,Wholesale,AXW291,10,2800.6,28006.0,1316.282,Cadila Ltd,Product 13,IL,Illinois,42.03336,-87.73339,Midwest,3720639.645
SO - 0010055,2017-03-29,Wholesale,GUT930,10,227.8,2278.0,95.676,Mydeo Ltd,Product 20,CA,California,36.06523,-119.01677,West,2067108.1199999999
SO - 0002408,2017-03-29,Wholesale,FLR025,6,1340.0,8040.0,991.6,Tekfly Group,Product 5,MA,Massachusetts,42.37649,-71.23561,Northeast,3925424.5420000004
SO - 0002442,2017-03-29,Distributor,AXW291,9,2304.8,20743.2,1936.0320000000002,Aibox Company,Product 13,CT,Connecticut,41.09274,-73.4198,Northeast,3720639.645
SO - 0002798,2017-03-29,Export,AXW291,9,5440.400000000001,48963.600000000006,4352.320000000001,Chatterbri Ltd,Product 2,CA,California,34.02862,-117.81034,West,3050087.565
SO - 0002954,2017-03-29,Wholesale,NXH382,5,3899.4,19497.0,3119.5200000000004,Roberts Company,Product 3,SD,South Dakota,43.53834,-96.732,Midwest,2642352.432
SO - 0003026,2017-03-29,Distributor,AXW291,9,1949.7,17547.3,1228.3110000000001,Remedy Ltd,Product 4,CA,California,37.42827,-121.90662,West,2885560.824
SO - 0004105,2017-03-29,Wholesale,NXH382,8,2438.8,19510.4,1999.816,Zooxo Ltd,Product 16,TX,Texas,30.17256,-95.50981,South,2062061.144
SO - 0004587,2017-03-29,Wholesale,NXH382,8,877.7,7021.6,675.8290000000001,Devpoint Group,Product 11,FL,Florida,25.77427,-80.19366,South,1230458.484
SO - 0004834,2017-03-29,Distributor,GUT930,6,1829.1000000000001,10974.6,1188.9150000000002,Terumo Corp,Product 2,NV,Nevada,36.09719,-115.14666,West,3050087.565
SO - 0007386,2017-03-29,Wholesale,AXW291,10,207.70000000000002,2077.0,137.08200000000002,Chatterpoi Corp,Product 7,TX,Texas,29.61968,-95.63495,South,889737.555
SO - 000363,2017-03-29,Wholesale,GUT930,10,2385.2000000000003,23852.000000000004,1454.9720000000002,Fatz Group,Product 15,IN,Indiana,41.65183,-85.94312,Midwest,3299478.315
SO - 0004723,2017-03-29,Distributor,NXH382,8,2358.4,18867.2,1132.032,Avamba Company,Product 25,CA,California,37.323,-122.03218,West,5342315.484
SO - 0006590,2017-03-29,Wholesale,AXW291,5,194.3,971.5,81.60600000000001,WOCKHARDT Group,Product 2,IL,Illinois,40.69365,-89.58899,Midwest,3050087.565
SO - 0007653,2017-03-29,Export,GUT930,10,938.0,9380.0,665.98,Johnson Ltd,Product 1,CA,California,34.01223,-117.68894,West,3016489.209
SO - 0008789,2017-03-29,Distributor,NXH382,6,1869.3,11215.8,1028.115,Zava Group,Product 6,IL,Illinois,41.5177,-88.14885,Midwest,1672229.416
SO - 0008281,2017-03-29,Export,AXW291,6,1065.3,6391.799999999999,777.669,Z.H.T. Group,Product 19,IL,Illinois,42.03209,-87.75778,Midwest,1645841.6
SO - 0009253,2017-03-29,Distributor,AXW291,9,2244.5,20200.5,1391.59,Yodoo Ltd,Product 1,AZ,Arizona,33.53865,-112.18599,West,3016489.209
SO - 0009145,2017-03-29,Wholesale,AXW291,6,3262.9,19577.4,1925.1109999999999,Topiczoom Corp,Product 14,MA,Massachusetts,42.4251,-71.06616,Northeast,4028698.4090000005
SO - 0003994,2017-03-29,Distributor,NXH382,8,1139.0,9112.0,603.6700000000001,Vinte Group,Product 26,IN,Indiana,39.87632,-86.14291,Midwest,5685138.2700000005
SO - 0006932,2017-03-29,Wholesale,AXW291,5,6003.2,30016.0,4322.304,Eidel Corp,Product 5,NE,Nebraska,41.25861,-95.93779,Midwest,3925424.5420000004
SO - 0008673,2017-03-29,Wholesale,NXH382,9,830.8000000000001,7477.200000000001,689.5640000000001,Eidel Corp,Product 25,WA,Washington,47.14121,-122.27012,West,5342315.484
SO - 0008379,2017-03-29,Distributor,FLR025,7,234.5,1641.5,93.80000000000001,BTA Corp,Product 9,TX,Texas,29.56294,-95.536,South,710415.405
SO - 000548,2017-03-29,Wholesale,AXW291,10,207.70000000000002,2077.0,135.00500000000002,Flipstorm Group,Product 10,CA,California,35.76884,-119.24705,West,864331.624
SO - 0001225,2017-03-29,Wholesale,FLR025,12,3892.7000000000003,46712.4,1868.496,Liberty Group,Product 14,IL,Illinois,41.77193,-88.09209,Midwest,4028698.4090000005
SO - 0002041,2017-03-29,Distributor,GUT930,11,3430.4,37734.4,2744.32,Nlounge Ltd,Product 6,NV,Nevada,36.17497,-115.13722,West,1672229.416
SO - 0004439,2017-03-29,Wholesale,AXW291,11,2586.2000000000003,28448.200000000004,1163.7900000000002,Amerisourc Corp,Product 26,TX,Texas,33.91371,-98.49339,South,5685138.2700000005
SO - 0004922,2017-03-29,Distributor,AXW291,11,5540.900000000001,60949.90000000001,4488.129000000001,BTA Corp,Product 19,IL,Illinois,41.60127,-87.60032,Midwest,1645841.6
SO - 0005823,2017-03-29,Wholesale,GUT930,12,958.1,11497.2,440.72600000000006,Trunyx Ltd,Product 11,CA,California,33.90224,-118.08173,West,1230458.484
SO - 0006816,2017-03-29,Wholesale,GUT930,11,261.3,2874.3,125.424,Revitol Company,Product 12,CA,California,38.58046,-121.53023,West,1356976.996
SO - 0007833,2017-03-29,Wholesale,NXH382,12,207.70000000000002,2492.4,124.62,Ozu Ltd,Product 18,PA,Pennsylvania,40.02991,-75.27897,Northeast,2309499.045
SO - 0008702,2017-03-29,Wholesale,AXW291,10,1058.6000000000001,10586.000000000002,539.8860000000001,WOONSOCKET Corp,Product 17,TX,Texas,32.79333,-96.76651,South,2119616.824
SO - 0010635,2017-03-29,Distributor,GUT930,8,3959.7000000000003,31677.600000000002,2098.641,Aveda Group,Product 5,OH,Ohio,39.3995,-84.56134,Midwest,3925424.5420000004
SO - 0009095,2017-03-29,Wholesale,GUT930,8,1829.1000000000001,14632.800000000001,951.1320000000001,Johnson Ltd,Product 2,PA,Pennsylvania,41.40897,-75.66241,Northeast,3050087.565
SO - 0001108,2017-03-30,Wholesale,NXH382,6,1782.2,10693.2,873.278,Ozu Ltd,Product 5,LA,Louisiana,29.99409,-90.24174,South,3925424.5420000004
SO - 0001863,2017-03-30,Distributor,NXH382,9,958.1,8622.9,584.441,Thoughtmix Ltd,Product 7,GA,Georgia,31.57851,-84.15574,South,889737.555
SO - 0004188,2017-03-30,Distributor,NXH382,9,971.5,8743.5,437.175,True Ltd,Product 10,PA,Pennsylvania,39.95234,-75.16379,Northeast,864331.624
SO - 0007004,2017-03-30,Wholesale,NXH382,10,1835.8,18358.0,1321.7759999999998,Yodoo Ltd,Product 2,KS,Kansas,38.95362,-94.73357,Midwest,3050087.565
SO - 0009985,2017-03-30,Wholesale,AXW291,5,6425.3,32126.5,3662.421,Walgreen Corp,Product 9,CT,Connecticut,41.310810000000004,-72.92495,Northeast,710415.405
SO - 000197,2017-03-30,Export,AXW291,9,3993.2000000000003,35938.8,2835.172,Nexus Group,Product 26,AZ,Arizona,32.22174,-110.92648,West,5685138.2700000005
SO - 000281,2017-03-30,Export,FLR025,11,1675.0,18425.0,1072.0,Skyble Corp,Product 14,IL,Illinois,41.84454,-87.75929,Midwest,4028698.4090000005
SO - 000925,2017-03-30,Wholesale,AXW291,6,2579.5,15477.0,1134.98,Natures Group,Product 25,CA,California,37.56299,-122.32553,West,5342315.484
SO - 0001486,2017-03-30,Distributor,AXW291,7,6512.400000000001,45586.8,3712.068,Accord Group,Product 5,IA,Iowa,42.00833,-91.64407,Midwest,3925424.5420000004
SO - 0004109,2017-03-30,Wholesale,AXW291,9,1989.9,17909.100000000002,1591.92,Browsebug Company,Product 13,NJ,New Jersey,40.50399,-74.34941,Northeast,3720639.645
SO - 0004657,2017-03-30,Export,GUT930,7,1782.2,12475.4,962.388,Twinte Group,Product 26,OH,Ohio,39.25479,-84.62414,Midwest,5685138.2700000005
SO - 0006822,2017-03-30,Distributor,AXW291,6,4020.0,24120.0,2613.0,CLINIQUE Ltd,Product 19,FL,Florida,28.53834,-81.37924,South,1645841.6
SO - 0007414,2017-03-30,Export,AXW291,12,5313.1,63757.200000000004,2815.943,Muxo Group,Product 14,IL,Illinois,42.03336,-87.8834,Midwest,4028698.4090000005
SO - 0007552,2017-03-30,Wholesale,AXW291,5,4006.6,20033.0,2043.366,Valeant Corp,Product 1,IL,Illinois,39.80172,-89.64371,Midwest,3016489.209
SO - 0007654,2017-03-30,Distributor,AXW291,11,2606.3,28669.300000000003,1668.0320000000002,NCS Group,Product 27,CA,California,36.82523,-119.70292,West,964940.2310000001
SO - 0010461,2017-03-30,Wholesale,GUT930,9,817.4,7356.599999999999,678.4419999999999,Nexus Group,Product 25,UT,Utah,41.73549,-111.83439,West,5342315.484
SO - 000871,2017-03-30,Wholesale,AXW291,8,3953.0,31624.0,2450.86,Gabvine Ltd,Product 30,IL,Illinois,42.19779,-87.94553,Midwest,1011609.684
SO - 0001057,2017-03-30,Export,GUT930,12,2224.4,26692.800000000003,1890.74,Thoughtmix Ltd,Product 10,TX,Texas,29.69931,-98.11513,South,864331.624
SO - 0001623,2017-03-30,Export,AXW291,12,5239.400000000001,62872.8,2619.7000000000003,Muxo Group,Product 25,CA,California,33.78252,-117.22865,West,5342315.484
SO - 0002178,2017-03-30,Wholesale,NXH382,8,1112.2,8897.6,856.394,Omba Group,Product 13,MN,Minnesota,44.94441,-93.09327,Midwest,3720639.645
SO - 0005229,2017-03-30,Distributor,GUT930,9,1038.5,9346.5,882.725,Yodoo Ltd,Product 16,NV,Nevada,36.19886,-115.1175,West,2062061.144
SO - 0005595,2017-03-30,Distributor,AXW291,9,3504.1,31536.899999999998,1997.3369999999998,SUPERVALU Ltd,Product 3,CT,Connecticut,41.76371,-72.68509,Northeast,2642352.432
SO - 0006055,2017-03-30,Wholesale,AXW291,7,2968.1,20776.7,1869.903,Quimm Company,Product 26,UT,Utah,40.39162,-111.85077,West,5685138.2700000005
SO - 0007583,2017-03-30,Wholesale,AXW291,10,3698.4,36984.0,3106.656,Gabvine Ltd,Product 25,CA,California,37.323,-122.03218,West,5342315.484
SO - 0010409,2017-03-30,Wholesale,AXW291,9,2318.2000000000003,20863.800000000003,1089.554,Fred's Company,Product 14,FL,Florida,28.80055,-81.27312,South,4028698.4090000005
SO - 000104,2017-03-30,Export,AXW291,6,2324.9,13949.400000000001,1464.6870000000001,NARS Group,Product 2,TX,Texas,26.1948,-98.18362,South,3050087.565
SO - 000119,2017-03-30,Distributor,FLR025,5,5581.1,27905.5,4130.014,Pixoboo Corp,Product 26,NY,New York,42.91002,-78.74182,Northeast,5685138.2700000005
SO - 0003737,2017-03-30,Distributor,AXW291,6,2311.5,13869.0,1733.625,NARS Group,Product 25,MA,Massachusetts,42.3751,-71.10561,Northeast,5342315.484
SO - 0003964,2017-03-30,Wholesale,GUT930,8,3932.9,31463.2,2792.359,Jaxbean Group,Product 26,IL,Illinois,42.11125,-88.0644,Midwest,5685138.2700000005
SO - 0005185,2017-03-30,Distributor,AXW291,5,2398.6,11993.0,1703.0059999999999,Pixoboo Corp,Product 11,CO,Colorado,39.55388,-104.96943,West,1230458.484
SO - 0005287,2017-03-30,Distributor,NXH382,10,2244.5,22445.0,1167.14,Tambee Company,Product 15,CA,California,37.97798,-122.03107,West,3299478.315
SO - 0005856,2017-03-30,Wholesale,NXH382,8,1051.9,8415.2,852.0390000000001,Accudial Company,Product 26,TX,Texas,29.8334,-93.96632,South,5685138.2700000005
SO - 0009196,2017-03-30,Export,AXW291,12,3939.6,47275.2,2087.9880000000003,Wise Company,Product 14,MA,Massachusetts,42.27926,-71.41617,Northeast,4028698.4090000005
SO - 000200,2017-03-30,Distributor,AXW291,11,1728.6000000000001,19014.600000000002,985.302,Bath Group,Product 13,MA,Massachusetts,42.41843,-71.10616,Northeast,3720639.645
SO - 000793,2017-03-30,Wholesale,NXH382,7,2552.7000000000003,17868.9,1327.4040000000002,Deseret Group,Product 17,IN,Indiana,40.48643,-86.1336,Midwest,2119616.824
SO - 0008039,2017-03-30,Export,NXH382,12,837.5,10050.0,711.875,Vinte Group,Product 16,NV,Nevada,36.0397,-114.98194,West,2062061.144
SO - 0010120,2017-03-30,Wholesale,GUT930,10,207.70000000000002,2077.0,139.15900000000002,Aldi Ltd,Product 10,CA,California,32.64,-117.08417,West,864331.624
SO - 0010291,2017-03-30,Wholesale,FLR025,8,2686.7000000000003,21493.600000000002,1155.2810000000002,Twitterbri Ltd,Product 28,IL,Illinois,42.02803,-88.20364,Midwest,1003867.767
SO - 000986,2017-03-30,Wholesale,AXW291,6,1085.4,6512.400000000001,868.3200000000002,Aldi Ltd,Product 5,TX,Texas,30.17256,-95.50981,South,3925424.5420000004
SO - 0004189,2017-03-30,Wholesale,AXW291,10,167.5,1675.0,142.375,Arbor Company,Product 6,MI,Michigan,42.49982,-83.00549,Midwest,1672229.416
SO - 0005235,2017-03-30,Wholesale,GUT930,7,2412.0,16884.0,1712.52,Feednation Corp,Product 13,CA,California,36.06523,-119.01677,West,3720639.645
SO - 0007964,2017-03-30,Wholesale,NXH382,7,1802.3,12616.1,1477.886,Actavis Company,Product 3,CA,California,37.80437,-122.2708,West,2642352.432
SO - 0010678,2017-03-30,Wholesale,GUT930,8,683.4,5467.2,444.21,Zoomdog Corp,Product 13,AL,Alabama,34.57332,-86.99214,South,3720639.645
SO - 000928,2017-03-31,Wholesale,NXH382,11,1989.9,21888.9,935.253,Realbridge Corp,Product 26,TX,Texas,30.07994,-95.41716,South,5685138.2700000005
SO - 0002209,2017-03-31,Export,NXH382,8,3859.2000000000003,30873.600000000002,2354.112,Zoovu Corp,Product 1,PA,Pennsylvania,40.33565,-75.92687,Northeast,3016489.209
SO - 0005473,2017-03-31,Wholesale,NXH382,10,241.20000000000002,2412.0,166.428,Mydo Corp,Product 26,KS,Kansas,37.69224,-97.33754,Midwest,5685138.2700000005
SO - 0005995,2017-03-31,Distributor,NXH382,6,3872.6,23235.6,3059.3540000000003,Dazzlesphe Corp,Product 19,SC,South Carolina,34.92487,-81.02508,South,1645841.6
SO - 0008841,2017-03-31,Wholesale,AXW291,6,5165.7,30994.199999999997,2737.821,Fatz Group,Product 3,MN,Minnesota,45.01052,-93.45551,Midwest,2642352.432
SO - 0009797,2017-03-31,Distributor,FLR025,11,964.8000000000001,10612.800000000001,646.416,Army Group,Product 17,CT,Connecticut,41.67176,-72.94927,Northeast,2119616.824
SO - 0004004,2017-03-31,Distributor,GUT930,11,2767.1,30438.1,1743.273,Avamba Company,Product 4,TX,Texas,28.80527,-97.0036,South,2885560.824
SO - 0004550,2017-03-31,Wholesale,FLR025,10,5045.1,50451.0,2573.001,Tagfeed Ltd,Product 11,WA,Washington,45.63873,-122.66149,West,1230458.484
SO - 0004759,2017-03-31,Distributor,AXW291,7,3309.8,23168.600000000002,1886.586,Johnson Ltd,Product 18,IL,Illinois,42.03336,-87.73339,Midwest,2309499.045
SO - 0005412,2017-03-31,Export,AXW291,7,757.1,5299.7,499.68600000000004,Feednation Corp,Product 16,FL,Florida,27.97895,-82.76657,South,2062061.144
SO - 0005575,2017-03-31,Wholesale,AXW291,9,1842.5,16582.5,1068.6499999999999,Muxo Group,Product 29,IN,Indiana,39.97837,-86.11804,Midwest,594471.5700000001
SO - 0007650,2017-03-31,Wholesale,FLR025,11,5239.400000000001,57633.40000000001,3824.762,Oba Company,Product 2,MA,Massachusetts,41.9001,-71.08977,Northeast,3050087.565
SO - 0007925,2017-03-31,Distributor,NXH382,5,2479.0,12395.0,1760.09,American Corp,Product 13,CT,Connecticut,41.76204,-72.74204,Northeast,3720639.645
SO - 0009596,2017-03-31,Wholesale,FLR025,9,1829.1000000000001,16461.9,1225.497,Zava Group,Product 7,IL,Illinois,41.7543,-87.97753,Midwest,889737.555
SO - 000877,2017-03-31,Distributor,NXH382,12,1815.7,21788.4,1434.403,Liberty Group,Product 21,MN,Minnesota,44.64969,-93.24272,Midwest,959899.2180000001
SO - 0001695,2017-03-31,Distributor,AXW291,6,1855.9,11135.400000000001,816.596,Realbuzz Ltd,Product 14,OK,Oklahoma,35.33951,-97.4867,South,4028698.4090000005
SO - 0005149,2017-03-31,Wholesale,AXW291,12,2653.2000000000003,31838.4,1936.8360000000002,Bath Group,Product 26,NY,New York,40.85745,-72.95984,Northeast,5685138.2700000005
SO - 0005807,2017-03-31,Wholesale,NXH382,11,1708.5,18793.5,1178.865,Rhynoodle Ltd,Product 25,NJ,New Jersey,40.77955,-74.02375,Northeast,5342315.484
SO - 0008802,2017-03-31,Export,FLR025,6,1031.8,6190.799999999999,577.808,WOCKHARDT Group,Product 26,TX,Texas,33.04655,-96.98183,South,5685138.2700000005
SO - 0010302,2017-03-31,Wholesale,AXW291,10,167.5,1675.0,137.35,Oba Company,Product 15,NJ,New Jersey,40.48622,-74.45182,Northeast,3299478.315
SO - 0003656,2017-03-31,Wholesale,AXW291,12,1058.6000000000001,12703.2,423.44000000000005,Revitol Company,Product 2,CA,California,33.42697,-117.61199,West,3050087.565
SO - 0004666,2017-03-31,Distributor,NXH382,9,777.2,6994.8,536.268,Skyvu Group,Product 6,CT,Connecticut,41.30815,-72.92816,Northeast,1672229.416
SO - 0008049,2017-03-31,Export,GUT930,10,3222.7000000000003,32227.000000000004,1933.6200000000001,Pixoboo Corp,Product 14,TX,Texas,33.19762,-96.61527,South,4028698.4090000005
SO - 0008888,2017-03-31,Wholesale,GUT930,6,1058.6000000000001,6351.6,793.95,Skyble Corp,Product 26,WA,Washington,47.67399,-122.12151,West,5685138.2700000005
SO - 0008828,2017-03-31,Export,AXW291,9,1695.1000000000001,15255.900000000001,678.0400000000001,Vitz Company,Product 4,NY,New York,42.90339,-78.75475,Northeast,2885560.824
SO - 0008419,2017-03-31,Wholesale,GUT930,9,1038.5,9346.5,498.47999999999996,Skyvu Group,Product 17,ND,North Dakota,46.87719,-96.7898,Midwest,2119616.824
SO - 0008127,2017-03-31,Distributor,GUT930,5,1105.5,5527.5,718.575,Aimbo Corp,Product 1,MI,Michigan,42.3242,-83.40021,Midwest,3016489.209
SO - 0008464,2017-03-31,Distributor,GUT930,5,3852.5,19262.5,1695.1,Fivechat Company,Product 15,CT,Connecticut,41.76657,-72.75494,Northeast,3299478.315
SO - 0008795,2017-03-31,Wholesale,GUT930,7,917.9,6425.3,715.962,Epic Group,Product 6,OH,Ohio,41.48199,-81.79819,Midwest,1672229.416
SO - 0008830,2017-03-31,Wholesale,FLR025,11,1815.7,19972.7,1434.403,Snaptags Ltd,Product 25,UT,Utah,40.68689,-111.87549,West,5342315.484
SO - 0008842,2017-03-31,Wholesale,AXW291,8,2485.7000000000003,19885.600000000002,2063.1310000000003,Cogilith Group,Product 13,TX,Texas,30.51457,-97.81922,South,3720639.645
SO - 000783,2017-03-31,Wholesale,AXW291,11,3865.9,42524.9,3092.7200000000003,Deseret Group,Product 25,MO,Missouri,38.78922,-90.32261,Midwest,5342315.484
SO - 0003191,2017-03-31,Distributor,AXW291,6,964.8000000000001,5788.8,627.1200000000001,Gabvine Ltd,Product 2,KS,Kansas,37.69224,-97.33754,Midwest,3050087.565
SO - 0003879,2017-03-31,Wholesale,AXW291,9,1273.0,11457.0,1043.86,Eayo Company,Product 21,IN,Indiana,39.96392,-85.92802,Midwest,959899.2180000001
SO - 0006646,2017-03-31,Wholesale,NXH382,11,1849.2,20341.2,906.1080000000001,American Corp,Product 26,CA,California,38.58907,-121.30273,West,5685138.2700000005
